path,target,language,extension,loc_total,loc_nonempty,bytes,sha256,encoding,line_endings
backend/alembic/versions/016_add_foreign_key_indexes.py,prod,Python,.py,33,24,838,2e7bac361cfb79ef8120569bc7521e4803544c58ad5c8d674484e0b1934a6ea3,utf-8,LF
backend/alembic/versions/017_add_rbac_tables.py,prod,Python,.py,162,141,7123,5cf13639864b4d0e2be1dd7dee8d1527006e0240afb86bdd0a6afbbe68609ec8,utf-8,LF
backend/alembic/versions/018_add_traceability_rules.py,prod,Python,.py,113,94,6063,afe636693d9e4bf05b2be592ae280ab22db20fec7cd9482dcfb319376381a56e,utf-8,LF
backend/alembic/versions/019_add_capacity_health_cfd_tables.py,prod,Python,.py,165,143,8855,6635f6c8e2bb4e895d21b155bca8b03a7b364a79ed5c2fc0967e89cca6e0aa2e,utf-8,LF
backend/alembic/versions/020_add_quality_metrics_tables.py,prod,Python,.py,104,93,5678,b9033a5d1f96b7e11fbc1014b2b872b5ec195d9a6e42e21de480b635b8a53f22,utf-8,LF
backend/alembic/versions/021_add_coverage_analytics_tables.py,prod,Python,.py,128,116,6851,c4d49d2fdd11977f90fc65471e408784dc561bbe0ee72137cd5b429044066ac3,utf-8,LF
backend/alembic/versions/022_add_filter_indexes.py,prod,Python,.py,95,72,3170,a7564ee945aef9b585d534432aa2352f69feddc41aebde64114072e8f790390f,utf-8,LF
backend/alembic/versions/023_add_composite_performance_indexes.py,prod,Python,.py,72,54,2675,4de0cda0d29365e529f15c9b1c5a7c0ecd521b581b29398d82dbc82dd24c7ee0,utf-8,LF
backend/alembic/versions/024_add_rule_scheduling_columns.py,prod,Python,.py,138,106,4865,559aee1d35a481bd154bd8ac9712be6dede6bf6736f3a725161de0989471fd22,utf-8,LF
backend/alembic/versions/025_add_oauth_fields.py,prod,Python,.py,144,114,4213,adabc47a6fcd79d71825b210bb3b3e76ef7f1f9274ae4b04f4580a9ab5c5ed4a,utf-8,LF
backend/alembic/versions/026_add_mfa_fields.py,prod,Python,.py,77,58,2075,697019a031d392c3406d8480f08d5a826239c1cd136e84432ca54b2ae1db00df,utf-8,LF
backend/app/CODE_DUPLICATION_PROGRESS.md,prod,Markdown,.md,1848,1439,65115,ee2a9005ac41d1b7a5b0ca78b440d3a463c1844906530480c262bd5d3f6fb519,utf-8,LF
backend/app/__init__.py,prod,Python,.py,2,1,41,d8a09ab963ace177af340db9d598a25e8a83a1570bd45699620164cd6c51b7c8,utf-8,LF
backend/app/api/api_v1/api.py,prod,Python,.py,49,46,2156,db92a9d09b2d6c7899c47916ba4bae171f9b1e45327d6a5b0b0d1f7694c66b47,utf-8,LF
backend/app/api/api_v1/endpoints/analytics.py,prod,Python,.py,1273,1128,49630,f225d624593053816eb06835dd72c790ffb7c9f81bd4714c84a8525b7ecf5bc6,utf-8,LF
backend/app/api/api_v1/endpoints/analytics_simple.py,prod,Python,.py,42,37,1556,cff32e87b80a091ec07328923583165d931495f84f3c7638d5fe06c5d760e275,utf-8,LF
backend/app/api/api_v1/endpoints/auth.py,prod,Python,.py,670,552,22818,52063d0d676b4ae9133e3ab3726013935e3653dddab086002bfd819697066ba9,utf-8,LF
backend/app/api/api_v1/endpoints/capacity.py,prod,Python,.py,752,634,26317,650c80c2080870f1d96dc0cd9342ecb9abc3fdbb6f008d952d84d429467b2274,utf-8,LF
backend/app/api/api_v1/endpoints/confluence.py,prod,Python,.py,694,594,28707,fcf20b005b0f68f02ba3fd97e4c218126e813c8fc60c83b68be968359500efe1,utf-8,LF
backend/app/api/api_v1/endpoints/git/__init__.py,prod,Python,.py,23,21,519,0ab131c26e4cbbeeb5e50113b545d53aec1e2988341c684b0e5fd709c1e5d067,utf-8,LF
backend/app/api/api_v1/endpoints/git/ci.py,prod,Python,.py,466,390,15753,b3f67b53a1ab00b0d254bb846616a621b1fdcec2ecc76bc0fbd4a9c918bcb0db,utf-8,LF
backend/app/api/api_v1/endpoints/git/metrics.py,prod,Python,.py,475,391,15713,b58c033fc4ea216902dde84366d2fd7479419d835462abd35c019ed37c71ef7f,utf-8,LF
backend/app/api/api_v1/endpoints/git/webhooks.py,prod,Python,.py,502,407,18827,9f12deedb5e2e5f71405c01462123e17e362cbdf90edd31f0ace0ff551b9a9de,utf-8,LF
backend/app/api/api_v1/endpoints/git_router.py,prod,Python,.py,336,280,10229,bc8acb745bf38540702a890a1b500f71b426896393e068b5713ad3635a9e12de,utf-8,LF
backend/app/api/api_v1/endpoints/gitlab_projects.py,prod,Python,.py,149,119,5216,442a2a0c4c732643f92cd724d7b3015e24a5d8d7379d010923ba706fee63de91,utf-8,LF
backend/app/api/api_v1/endpoints/health.py,prod,Python,.py,117,98,4278,1c67e61c741ebbb327882a5a28afa673b416d00e867c32a006a75a65bf2c9e6b,utf-8,LF
backend/app/api/api_v1/endpoints/jira.py,prod,Python,.py,344,299,13257,f93e6432e613c2c882b398a9b0b24fceeb8eb0fe5255e7fcf5f38c26ff9da9d4,utf-8,LF
backend/app/api/api_v1/endpoints/jira_fields.py,prod,Python,.py,351,299,12229,81899a58cb622f50e7b09f647e72fe78d70a74be107e1860073f1e6bf6eb6c80,utf-8,LF
backend/app/api/api_v1/endpoints/project_repository.py,prod,Python,.py,340,300,11158,571ebfc54c89251efad187082bdce2413c846f0896120e1f6ccee910f538dc0f,utf-8,LF
backend/app/api/api_v1/endpoints/projects.py,prod,Python,.py,297,265,10232,edc63b5e2553a86031592a4a448d158b9a8fa3e9b0840397debb8ce6a3e482dc,utf-8,LF
backend/app/api/api_v1/endpoints/quality/__init__.py,prod,Python,.py,27,20,957,4ca83f74c07031d7cd152c7c5708c1bb41f694f36b1ca53a291ddc02897c4d0a,utf-8,LF
backend/app/api/api_v1/endpoints/quality/common.py,prod,Python,.py,197,180,5398,35200d6ec156f4d5084d32cbc79a612e532a548c7b469b9dd157c5c4ac56f06f,utf-8,LF
backend/app/api/api_v1/endpoints/quality/defects.py,prod,Python,.py,131,113,4147,ac4eb47abbedd70231f2c82645f149a4e9d15a0c45bbc611f2d8712b853e97ee,utf-8,LF
backend/app/api/api_v1/endpoints/quality/gates.py,prod,Python,.py,309,287,10784,d200d0ebd1176c3694e2917b11be98b345124f45b4b9f8ac46026b9b61789792,utf-8,LF
backend/app/api/api_v1/endpoints/quality/metrics.py,prod,Python,.py,474,422,16567,9d25afe4d36d74ce583384c37470556008ebf93ee936cdce67b2f3d8acdb10a9,utf-8,LF
backend/app/api/api_v1/endpoints/quality/reports.py,prod,Python,.py,283,253,8961,1f337a522ac34788309064716c50a1d19c73bae17fc7e4fcdf2b722fcdc7942e,utf-8,LF
backend/app/api/api_v1/endpoints/roles.py,prod,Python,.py,88,72,2834,51f51e35fe890f01a5ddebe88e6a0d29d2bd28cfefb81d80dc6c28f7797793b8,utf-8,LF
backend/app/api/api_v1/endpoints/settings.py,prod,Python,.py,667,588,27585,bdd585c17b0f7a6c17e26d52f8ffd5206c2db723f99173c1a8abda2282e42030,utf-8,LF
backend/app/api/api_v1/endpoints/tasks.py,prod,Python,.py,551,462,19716,3c33957a2dae03393480a6a9eb05c8ec42d54c1c17a958dd37ef74fa7f088c65,utf-8,LF
backend/app/api/api_v1/endpoints/tasks_async.py,prod,Python,.py,61,47,1978,cefb20850911907f3c982d5b22dfe19db106f1c420a3e08b6d2ea0eb548301ad,utf-8,LF
backend/app/api/api_v1/endpoints/testing.py,prod,Python,.py,1217,1043,40654,a435e1207f8dadfe4ac2f5fc22851d76fd9a8b7df11c10d4ec075f6e4d32ab44,utf-8,LF
backend/app/api/api_v1/endpoints/traceability/__init__.py,prod,Python,.py,33,26,1307,b8177e174ded46976208f54f2a6bad664a9e7fdeb9d7b4f44e5781bbdf33a712,utf-8,LF
backend/app/api/api_v1/endpoints/traceability/analysis.py,prod,Python,.py,420,349,14473,1b7060723bbd3cced00f82c04925c5a7cf489718faa1517b9fcf7fcade280275,utf-8,LF
backend/app/api/api_v1/endpoints/traceability/common.py,prod,Python,.py,82,68,2460,ed5f19c781b20dff47e4459dd887d3749f93084046a54682c25673b9a7ba973d,utf-8,LF
backend/app/api/api_v1/endpoints/traceability/health.py,prod,Python,.py,933,798,33854,c0238525980cb4724d3c0fb82a64179f9b52d09d9ef1894d4d075f3be468dc5e,utf-8,LF
backend/app/api/api_v1/endpoints/traceability/links.py,prod,Python,.py,515,452,18934,a3df02bf32be575c2b442992be22d2fbc00511f47f5c025d525d4133f0469370,utf-8,LF
backend/app/api/api_v1/endpoints/traceability/orphans.py,prod,Python,.py,323,269,10701,f1ffe05ff260cf665d836fbaec2667cfaac66ded18221b9a67bf80412858312f,utf-8,LF
backend/app/api/api_v1/endpoints/traceability/rules.py,prod,Python,.py,803,669,27921,2f3ab2286517ebb18cb807f57302e77a29b1dadeaa8c137eb87ee69362035f03,utf-8,LF
backend/app/api/api_v1/endpoints/traceability/suggestions.py,prod,Python,.py,470,394,15607,58b401cfcfe96b956e71d964c11d69da83d34b7f562a00d1797bdf400d3d2cc6,utf-8,LF
backend/app/api/api_v1/endpoints/usage_analytics.py,prod,Python,.py,191,154,5480,4eb79a831c0907bb0ae0c8ab6b161a18cf41e2cd7914563cfdad6e5909eee0ed,utf-8,LF
backend/app/api/api_v1/endpoints/users.py,prod,Python,.py,168,139,6434,893c05fbe555b3adb341485b6ed9cca987a3cde3b1546ec577c8cc4fda14c745,utf-8,LF
backend/app/api/deps.py,prod,Python,.py,240,201,7888,e3c80694541e412c4ffabbcbd278da5f4c9bf195eb8d5233993fef2302a7139f,utf-8,LF
backend/app/api/ws.py,prod,Python,.py,21,15,484,dbf57034522d13c84567fdd62ed719fa30e8b98a0da2252dfc48ce97d3f688f1,utf-8,LF
backend/app/core/cache.py,prod,Python,.py,33,28,928,7f7f0af44861eb3f336870ed1eeaa8a5fdbc316c4a689e376e3f809d59d723d2,utf-8,LF
backend/app/core/cache_enhanced.py,prod,Python,.py,1073,871,34652,029b7dac186c560e6d1f33e68ad71177de2b5305fd756bd324c7e6e785579665,utf-8,LF
backend/app/core/celery_app.py,prod,Python,.py,40,31,1094,50ac5fe8b2019056708a4650314f9c2ca94153aec3313f6dd42e35bde6513197,utf-8,LF
backend/app/core/config.py,prod,Python,.py,193,154,7263,26e73c3503dcd5fd51361d7c001df30ff1edaa994978836e6911e3513bf3980c,utf-8,LF
backend/app/core/crypto.py,prod,Python,.py,74,57,2215,94b963c33d5f878cceeeb1e405be2f8e7a987ae1c9b7b06d14f857e3912bb30a,utf-8,LF
backend/app/core/database.py,prod,Python,.py,141,119,4169,16a8ac10485642c2385de6cd049fd485b6ad8f2c042716a30205787d3fd60e1e,utf-8,LF
backend/app/core/database.py.backup,prod,Unknown,.backup,50,38,1275,d5adce90bcc925edb7c9fb87a542a8f686ffa2b172217a7375107a73ec5da55c,utf-8,LF
backend/app/core/db_utils.py,prod,Python,.py,35,26,1075,fee848abe7537a77042a20a65a8a7e380260cce1710055597d9760ae8f9f7f64,utf-8,LF
backend/app/core/metrics.py,prod,Python,.py,52,40,2290,23ee56500489f54afebdee7b7ec153821b24f34332d2c8b552b22e01579c05fa,utf-8,LF
backend/app/core/mfa.py,prod,Python,.py,243,184,5815,0a1f1c433619be217d36a17250955f806c2e0acb862198d2694adddbedff6b39,utf-8,LF
backend/app/core/middleware.py,prod,Python,.py,77,58,2730,d69c56478d2fb9e6cfff3f533dbdf628324a43a39acde5820b0a40c2cb179d83,utf-8,LF
backend/app/core/notifications.py,prod,Python,.py,37,27,941,4533e26feaadc90092ceabf15b915c52196e1570225f4cf51fad78253e279a2f,utf-8,LF
backend/app/core/oauth.py,prod,Python,.py,308,241,10039,1335954a16848be392676c89f608f89a18b039affd760e76bb79c87508f04880,utf-8,LF
backend/app/core/query_metrics.py,prod,Python,.py,200,151,5651,4e23416b9267f69f3a42ff0b50953118e2bcf9e3fd61a5d86db6ee5461ba288e,utf-8,LF
backend/app/core/rate_limit.py,prod,Python,.py,23,19,689,d1b0750a3631b1acbcb56949cd875a445fb46c7c3b9f172ae5b4df082648360b,utf-8,LF
backend/app/core/rate_limiter.py,prod,Python,.py,111,88,3487,99ca6ac135a2bc28f0884270818a134a6cf3f19eb5a8dd64ae02833ee3c7ea17,utf-8,LF
backend/app/core/security.py,prod,Python,.py,46,35,1564,77743f0050f63b5519a3f9beccb6af0689c591a92876342632ba7de6226e6dc3,utf-8,LF
backend/app/main.py,prod,Python,.py,208,179,8742,f3566b850239949292070406631bc6c004353ec57ee47069c60367ad84ec3e3a,utf-8,LF
backend/app/models/__init__.py,prod,Python,.py,50,48,1473,42460ae2f2d98623e43662a9c88be93d7442f36ee86e30186f3f9738f9da536e,utf-8,LF
backend/app/models/audit.py,prod,Python,.py,21,16,837,0ffcca037165e94f7947cfbe358873a8fa624e0c962618ff84021f7f8eec56ef,utf-8,LF
backend/app/models/capacity.py,prod,Python,.py,136,103,5452,dc9a13377c07883d52b5f69af0969f0348d176b465d896388459c80367b5e63e,utf-8,LF
backend/app/models/confluence.py,prod,Python,.py,24,18,779,20cabd6e225fc9d9907ef654aa78761296d52fb10f34ac507418953d39ad7153,utf-8,LF
backend/app/models/git.py,prod,Python,.py,61,50,2784,5fe3e2d540e5d36ddabb02d7fb808211821f1eff8a5c154e2b8d1bc691aecd06,utf-8,LF
backend/app/models/jira_field_mapping.py,prod,Python,.py,22,17,980,87df8e16af9f61ac0e6e95d6413ee04c79e7cb939bdf8143adc65b1d4f98a7f0,utf-8,LF
backend/app/models/project.py,prod,Python,.py,29,24,1258,5618e35492ca909899745addd18b2f6b24417a4bb4e36bd63dfc57694715c319,utf-8,LF
backend/app/models/project_repository.py,prod,Python,.py,19,15,940,292837503a1f0c6bddbc59f5dedb695818e4addbd31f7257ebec4bc4e3cdc127,utf-8,LF
backend/app/models/quality.py,prod,Python,.py,120,91,5041,d158352fe6c76959d3c3d3e0643ea2332707836736016966443e7dd80b81aec2,utf-8,LF
backend/app/models/rbac.py,prod,Python,.py,264,232,9158,8eb7940bdc4b92f9f5e4a0b73eb08501b47bed94e92f7adc4f2c0c9c9228ba96,utf-8,LF
backend/app/models/settings.py,prod,Python,.py,17,12,616,529b01539be244f18e0a8ce5c717018d08f3160a8d8872a026bfd93ea90774ea,utf-8,LF
backend/app/models/sprint.py,prod,Python,.py,69,51,2573,2b8c6f37ee53eb75dddbf9f36c244d2d8300faaa089b12770720c36eac7c9fe6,utf-8,LF
backend/app/models/task.py,prod,Python,.py,52,42,1947,90576baa7d11fe136fd5f168a28c82ba808d6ef167604bec95b9ed2ae4ccaf27,utf-8,LF
backend/app/models/testing.py,prod,Python,.py,175,136,6692,050cae55f6e82fe1f5137186517fe4cb37e9dfe20d1c05b7be0e9cc89ae83a7b,utf-8,LF
backend/app/models/traceability.py,prod,Python,.py,162,124,6623,2d4c97c39b614f27f19c6ec571aba3304b522c989f736c16bf52a52062270604,utf-8,LF
backend/app/models/traceability_rule.py,prod,Python,.py,86,65,3511,604e18db029a10c3cc9bd77c2d42bc8175fd6d80cb6932767676fa0ddbc1d5bd,utf-8,LF
backend/app/models/user.py,prod,Python,.py,95,75,3593,5f1f7cddba3ffd83060d2e19a7ccaf8b69bc72c40b3f797347256399001d29d4,utf-8,LF
backend/app/schemas/capacity.py,prod,Python,.py,212,165,7141,6209cb2cec7862c9b65a44fd88a714fb88d08b98141da5e8a20e7aebcc638cbf,utf-8,LF
backend/app/schemas/pagination.py,prod,Python,.py,387,308,11161,920e1ee31e7f7a4f8f1aa357a34b89debb4600b08bb32c92ef2d2240f44c3bbc,utf-8,LF
backend/app/schemas/project.py,prod,Python,.py,53,39,1297,5e4c93238c4e4e8092096fbb35e92ec820e18b03b3f1762518a3223d2a3bdac2,utf-8,LF
backend/app/schemas/project_repository.py,prod,Python,.py,49,33,1360,5c21d62b2b39a621d91d6a27f39d4f4b5faf63562506335925446dceea10f765,utf-8,LF
backend/app/schemas/quality.py,prod,Python,.py,329,260,9329,7e59c3f0ef6810a76e436366337b67ce5761ef1409fee82de3592e703faf1fd0,utf-8,LF
backend/app/schemas/repository.py,prod,Python,.py,32,21,806,66f2d5036eb2a3d29b40de3d6b07cab88381b7380afad8d3105730f03ef7b7c5,utf-8,LF
backend/app/schemas/settings.py,prod,Python,.py,19,13,647,d9cbfbb6d3af5eaaf21d95169facd4a308f1937a193314c399760f6af65792d0,utf-8,LF
backend/app/schemas/task.py,prod,Python,.py,105,87,3145,bf1deff78745c3034e342f3983fcb6893fc8aeafc67e1d5191be5cfbe7842296,utf-8,LF
backend/app/schemas/testing.py,prod,Python,.py,313,249,9327,5c6a8e5e7b7aa65b10150ec357911dea952551b00a14f95026b22608e5bd5cd9,utf-8,LF
backend/app/schemas/traceability_rule.py,prod,Python,.py,199,153,6065,d1aa334e276dbc9a516bd95c1e704226f12610c8f4e97d4ff82def5916f21699,utf-8,LF
backend/app/schemas/user.py,prod,Python,.py,76,50,1594,757bd95d2aa1087f133b7938009a528a72fbc0d0cf9fda8bec2ff65a352552e0,utf-8,LF
backend/app/services/analytics_utils.py,prod,Python,.py,333,275,11104,f070b693e8e9a0cac268d5bfb814ef830e49ad1d2824286d3e0932211eb3756b,utf-8,LF
backend/app/services/bitbucket_client.py,prod,Python,.py,496,412,16232,abe9bbc1ac25c07f2dbd96cac392fff093958859fdf84092d40d1ef4db02e8c0,utf-8,LF
backend/app/services/cache_service.py,prod,Python,.py,202,165,6944,6489570b290f2322c29c779d4bcae4be059b90af87787d4d1988ac10ec14dbda,utf-8,LF
backend/app/services/confidence_scoring.py,prod,Python,.py,434,356,15122,56320e09370fb6f60c357ffaf8eebef315b9d481eb0e9ac5596f638a8cb977e0,utf-8,LF
backend/app/services/confluence_service.py,prod,Python,.py,583,541,27838,35ed20e8230cdc503ec2fde6322c0b00e92e0724f576604b1c53d43336b625ea,utf-8,LF
backend/app/services/git/__init__.py,prod,Python,.py,22,20,496,02fbab7f1b5ee9caa8175d1f42dda3e5cbcc5da02f568b42930bd950315ebf14,utf-8,LF
backend/app/services/git/webhook_processor.py,prod,Python,.py,450,387,14939,3d7ed9b81efeeadbdf3e453bff86122a66b5bfc42bddfa6edfa9d4faba749420,utf-8,LF
backend/app/services/git_import_service.py,prod,Python,.py,531,449,20359,3e240bf0291890ded4f188994ee683663d6fe0e915ccf63a15f6b41e5d9760d3,utf-8,LF
backend/app/services/github_client.py,prod,Python,.py,74,57,2496,097f1f0809228bfce091added83d8e63bf6ba02d188a54178dbcb255bd21abd2,utf-8,LF
backend/app/services/jira/__init__.py,prod,Python,.py,72,64,2296,9758e4684a2651605f3eb2502db5b784e9e4ba391d23af170aac31585e07c713,utf-8,LF
backend/app/services/jira/auth_strategy.py,prod,Python,.py,202,152,5341,8fb4a9867266594bc8f8123c144dfa83e690754164d8d326e16761db699c5d63,utf-8,LF
backend/app/services/jira/board_service.py,prod,Python,.py,379,298,13166,7d3722f86f8119bd38ca3b369a34b761735fbd06697f6145c96afc8162b27505,utf-8,LF
backend/app/services/jira/circuit_breaker.py,prod,Python,.py,177,143,5060,aeb57708b7b64b66ed407c3350439a188426f63fd6eca6833fecf99313af46a8,utf-8,LF
backend/app/services/jira/http_client.py,prod,Python,.py,217,174,6838,45e3f65defa6688ee521d3e46f145cfa50bafa1de47274179b80f795f17e30db,utf-8,LF
backend/app/services/jira/jira_service.py,prod,Python,.py,625,491,21099,83871e35f0bd42eaa8282dcabf74fbd3286ab40d71b4e1fccf0163c51673ef33,utf-8,LF
backend/app/services/jira/project_service.py,prod,Python,.py,499,400,18554,eca0a885f5937a76da80c114b0c269939859545721aa1f95f9a12598b8468d8b,utf-8,LF
backend/app/services/jira/response_handler.py,prod,Python,.py,166,131,5473,8917ebeeb826c1c3328e3df9404393c182d7105c90a34c2dcd6991b7cae81808,utf-8,LF
backend/app/services/jira/version_resolver.py,prod,Python,.py,136,106,4437,f0971120b097c2716c1ae66c23393c594dd3cdcb2ce83e65197a687833b5bc67,utf-8,LF
backend/app/services/jira_field_mapper.py,prod,Python,.py,572,478,21880,b115e4493ad49c1e7d8eb7cdd1c54bb3d3decd8f38df50a6fae976cea8865210,utf-8,LF
backend/app/services/jira_service.py,prod,Python,.py,42,32,1120,9d2c0c1aba6db949c37e70fe68fa34045573ef2cace14e41537ae73bac9ffbbc,utf-8,LF
backend/app/services/jira_sync.py,prod,Python,.py,42,33,1223,485cf48af8f7ffc50f09b2ef5c3938d6006d48d69351ccb876037a40cda38264,utf-8,LF
backend/app/services/report_generator.py,prod,Python,.py,594,521,26152,f90f4499ce4cc640204541340392bb782dbc6f61b07675aaa1a613061e732ef3,utf-8,LF
backend/app/services/repository_resolver.py,prod,Python,.py,113,97,3925,532d54c33faccfdf82cfee5435c4a8d9c28463784eff16ef20e26dafb0f32952,utf-8,LF
backend/app/services/rule_execution_engine.py,prod,Python,.py,989,782,41316,fa56eb131af9442d4175abc9aee011f2cfbbbf9518bb6efbfa3453f7f6daaf33,utf-8,LF
backend/app/services/sync/__init__.py,prod,Python,.py,33,29,1102,e6b06596b0bdc2470c4e13fffdcd09c74ac900ceba1e2b64a1ddf26331a6ba6a,utf-8,LF
backend/app/services/sync/board_sync_service.py,prod,Python,.py,245,195,7358,413da7c4574d099c533d8157fb0026449ea33a69d69380243fbf75dda5539a40,utf-8,LF
backend/app/services/sync/issue_sync_service.py,prod,Python,.py,460,385,15769,75bbf3dde98a0feced39a2d1458f9c13f55401392ce390e606564affd32d7352,utf-8,LF
backend/app/services/sync/project_sync_orchestrator.py,prod,Python,.py,350,292,13528,cec9012676c2939c82c775d887ffaa8a45782d13f71baa678bb5e3fb7dc5973d,utf-8,LF
backend/app/services/sync/sprint_snapshot_service.py,prod,Python,.py,266,215,7612,74cc975d97563e9aeab5b2613b4cfba121fe334bc87ea1e03e8e4a43d0309db9,utf-8,LF
backend/app/services/sync/worklog_sync_service.py,prod,Python,.py,269,223,8730,b6cb9ca307b6086a42caa5086da5198e38ec61942c67008430507d8967bb927f,utf-8,LF
backend/app/services/task_manager.py,prod,Python,.py,313,265,10558,80e99d933df9a22d1b61fb6a9efd42e723335fe72c7fd3ab0523c74f09f3e1b2,utf-8,LF
backend/app/services/text_similarity.py,prod,Python,.py,460,373,15413,0279c42fcd9e687c7c20f0915eeb182591ac15763126ed77c1d3ffc564c3f887,utf-8,LF
backend/app/tasks/__init__.py,prod,Python,.py,2,1,46,ad605d71d4e441682b6efd878f8705f190c3dd4d8beb21c4bcc504b527d00f4a,utf-8,LF
backend/app/tasks/confluence_tasks.py,prod,Python,.py,325,277,10768,558b39805882a21616a5e4724f77f5d66a6bbbc32df936e444cdbf095d969723,utf-8,LF
backend/app/tasks/jira_sync.py,prod,Python,.py,17,11,536,18479f257cc38a87dcecf1d9d3976db4da7b63620f202ecd219ba085594f4db0,utf-8,LF
backend/app/tasks/jira_tasks.py,prod,Python,.py,202,173,6693,337df2c47bcc07cc6fb1750761af0904a76c0f2fa5adbb8a5fec2f91373a4ef0,utf-8,LF
backend/app/utils/__init__.py,prod,Python,.py,20,17,616,6b36e4920d13adbb3b63de79bec57fe0e25086174f5f9d180d12cb669608d774,utf-8,LF
backend/app/utils/batch_operations.py,prod,Python,.py,471,374,13911,ec180962dee803011ad95d9016d41d572645256d79ae2041697ce41d3efe2041,utf-8,LF
backend/app/utils/datetime_utils.py,prod,Python,.py,70,52,1967,f5800f9ef71fa79ec667a2e41c89a0372a7b9ab8996d9948645c74e6f38a0ede,utf-8,LF
backend/app/utils/db_operations.py,prod,Python,.py,143,117,4538,74797aa0fecadd7d58849d9679f1fc4fefed2ef972de8e76c97f15eb79c5cf6b,utf-8,LF
backend/app/utils/entity.py,prod,Python,.py,99,76,2735,3cc41018ea50d32913cc0728debfdc2d5f36c44d1ec9cbea71f702a601d9d578,utf-8,LF
backend/app/utils/error_handling.py,prod,Python,.py,282,232,9311,dd5767162242c0ad68d0fd298e1478dfb4a66f7dda96b2f6fd6b8f7ac90bb05e,utf-8,LF
backend/app/utils/pagination.py,prod,Python,.py,77,60,2154,e8e4edd1e069ec55a93cd480c5f8406f6a8135633d58d68bdc149681f492920b,utf-8,LF
backend/app_simple.py,prod,Python,.py,285,270,9500,ed53c24045ec00e93eefc1bd36f1d0de3e229ba8be1da40ca338e995c714ce88,utf-8,LF
backend/celery_codex.log,prod,Unknown,.log,2811,2505,181132,b3b0907940d0f0e7c3cb3de89b9e7645860579646e715843ce75d310dd6bf666,utf-8,mixed
backend/check_db.py,prod,Python,.py,24,20,825,08f72d602d466e0bd376e7d6786cb6dbb649ef17f6186d15ca029ec1abc0752e,utf-8,LF
backend/check_prim.py,prod,Python,.py,31,27,1169,00efef40b2553428620b6ced908a227d8f922bee96e663ffec9df944b71f2700,utf-8,LF
backend/create_db.py,prod,Python,.py,18,14,480,669e087c2896cd37326e1162f44220b158d8dc978c48f08bca4e1f999599a3a6,utf-8,LF
backend/debug_sync.py,prod,Python,.py,118,98,4169,6c9445a18822bddb067c4eda62110eab4c09410b726a46503a5f5f0b28e10958,utf-8,LF
backend/fix_orphaned_tasks.py,prod,Python,.py,92,76,3024,44a6ef4f984963fe8a49d2d18ae6c75ef2faa25e81c245f6290f13ac02fbf0ee,utf-8,LF
backend/hotfix_task_schema.py,prod,Python,.py,40,31,1477,ff845a17ef8e7fa1f3e159ca39badf15ff88cc6e2ec44278a278a43f13bbf263,utf-8,LF
backend/inspect_meta.py,prod,Python,.py,13,10,394,70f6a7daf64a1c4810b4bdd92f6c9f390445e34fabb774b7732be3b0d493b3e8,utf-8,LF
backend/inspect_project_api.py,prod,Python,.py,21,16,698,1a27d36e50e81ffc699cbb37dfffd5960a0d9f4a3cae78daead02fe793eb36ef,utf-8,LF
backend/inspect_project_schema.py,prod,Python,.py,40,37,1734,c49d33e693d66d2037868b26eb8e88a384a049d716c1357dcf16fa9f7288d826,utf-8,LF
backend/migrations/add_performance_indexes.sql,prod,SQL,.sql,214,166,8413,d8f213a55917c7efe336a116be90b30e80160ac95aa0864a13e1532e9ba31421,utf-8,LF
backend/pytest.ini,prod,INI,.ini,5,4,95,14576a2d4e4514fd87d32765324217394592988f7d04919007662869bb26e66f,utf-8,LF
backend/requirements-basic.txt,prod,Text,.txt,8,8,176,087a38c033e3c9d650a95aaeafb3cc2209813ae404bfde80383cffee05f4da08,utf-8,LF
backend/requirements-flask.txt,prod,Text,.txt,3,3,47,5ec282e02a94ca79ed7b18d32c578aa27bca459c2770c9558d2553a07812d6a0,utf-8,LF
backend/requirements-lite.txt,prod,Text,.txt,35,29,583,787bf79e6326329b9c97c286c56668d8314e293fba4be2f7baa72cd09329101e,utf-8,LF
backend/requirements-minimal.txt,prod,Text,.txt,22,17,363,ad44215e1bf828859bd3668024e753a2f828e5f7628bde4d7ea91ab5fa5b1e9a,utf-8,LF
backend/requirements.txt,prod,Text,.txt,58,47,924,c4544ce238b8da25a298d96df4a9d756aa8a64077fa18784df5cc10cf7dc354b,utf-8,LF
backend/restart_backend.ps1,prod,Unknown,.ps1,88,76,3805,9f2fa03fb6cdaf5d495847154afc9b3dcccc4979fe2f8e2469123f2c16cbdd83,utf-8,LF
backend/run_celery_worker.py,prod,Python,.py,50,39,1411,45c2550e3cde34ecccf4705fcba499b000e9f297013272cb4ac535524b734128,utf-8,LF
backend/scripts/assign_demo_role.py,prod,Python,.py,59,44,1543,037c49221b22954b1d4054e20f6ab69aca40d7685e09e5a118df06b4df7709ac,utf-8,LF
backend/scripts/encrypt_existing_credentials.py,prod,Python,.py,225,178,7612,c2e1972db6557f91a7309d908e87a339820177520b4dab1ea022551e0bdf1f72,utf-8,LF
backend/scripts/profile_performance.py,prod,Python,.py,454,376,15273,2ea623cc5af53c51c2e60b54c2dee6dceabf31eea876ba405b7d3fd89bb953de,utf-8,LF
